"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,        1300,      -13.32477156,      -10.92691778,      -11.42513498,      -11.40905327,      -7.803232672
          0,           0,        1301,      -13.17670462,      -10.79299688,      -11.05472992,      -11.20565716,      -7.658784784
          0,           0,        1302,      -13.06716804,      -10.66255603,      -11.22895368,      -11.18768313,      -7.543427351
          0,           0,        1303,      -12.93538485,      -10.52864201,      -11.10877162,      -11.03619652,      -7.410996018
          0,           0,        1304,      -12.88603213,      -10.52489548,       -11.1223604,      -11.01356048,      -7.370130398
          0,           0,        1305,      -12.89719806,       -10.6038951,        -11.108536,      -11.04008705,      -7.405163884
          0,           0,        1306,      -12.94973295,      -10.71070955,      -11.21082613,      -11.12949545,      -7.492282611
          0,           0,        1307,       -13.0262521,      -10.82637477,      -11.26134645,      -11.21506333,      -7.600365021
          0,           0,        1308,      -13.11659669,      -10.92675796,      -11.34386207,       -11.3259486,      -7.712370944
          0,           0,        1309,      -13.21706155,      -11.04474449,      -11.25683965,      -11.34935695,      -7.823910339
          0,           0,        1310,       -13.3169861,      -11.13171567,      -11.24005385,      -11.31815666,      -7.926921332
          0,           0,        1311,      -13.41099321,      -11.25183141,      -11.35597041,      -11.46308536,       -8.01384954
          0,           0,        1312,      -13.40780653,      -11.27526645,      -11.04454628,      -11.33166996,      -7.983477572
          0,           0,        1313,      -13.43154742,      -11.32376042,      -11.08587496,      -11.44877485,      -7.991810685
          0,           0,        1314,      -13.50847745,      -11.40357868,      -11.15039863,      -11.41501174,      -8.068838767
          0,           0,        1315,      -13.58148251,       -11.4111088,      -11.19114682,      -11.45299374,      -8.142652418
          0,           0,        1316,      -13.60061018,      -11.42584548,      -11.23619451,      -11.49315755,      -8.160352908
          0,           0,        1317,       -13.7765188,        -11.525426,      -11.57950178,      -11.76412339,      -8.347137906
          0,           0,        1318,      -13.70947213,      -11.32624601,      -11.70651145,      -11.65513696,      -8.273846548
          0,           0,        1319,      -13.84291582,      -11.60752036,      -11.71956592,      -11.61702198,      -8.414060282
          0,           0,        1320,      -13.79175589,      -11.38053894,      -11.56214084,      -11.64511613,      -8.346325011
          0,           0,        1321,      -13.74325804,       -11.4516658,      -11.31449686,      -11.52740628,      -8.281861727
          0,           0,        1322,      -13.84872562,      -11.56828839,      -11.49326657,       -11.6022475,      -8.429247994
          0,           0,        1323,      -13.74660871,      -11.57852113,      -11.35975449,      -11.54560572,       -8.29531381
          0,           0,        1324,        -13.807088,      -11.38152962,      -11.75047443,      -11.61990125,      -8.372616906
          0,           0,        1325,      -13.66287582,       -11.4502201,      -11.23311487,      -11.48807162,      -8.218153969
          0,           0,        1326,      -13.80711867,      -11.44098146,      -11.48277046,      -11.66267273,      -8.356463031
          0,           0,        1327,      -13.82265125,      -11.54423048,      -11.56354918,      -11.47201382,      -8.377300007
          0,           0,        1328,      -13.81470142,      -11.50775097,      -11.62490739,       -11.5302759,      -8.376885113
          0,           0,        1329,      -13.69126736,      -11.51192171,      -11.28839074,      -11.55677018,      -8.241176277
          0,           0,        1330,      -13.76719328,      -11.36692194,      -11.34065347,      -11.53193498,      -8.315490597
          0,           0,        1331,      -13.80861282,      -11.60507865,      -11.46962955,      -11.59270799,      -8.371417569
          0,           0,        1332,      -13.88040856,      -11.55613137,      -11.57155592,      -11.66920629,      -8.454772174
          0,           0,        1333,      -13.96277382,       -11.7469005,      -11.62558639,       -11.6817168,      -8.536906923
          0,           0,        1334,      -13.81447127,       -11.6152377,        -11.496657,      -11.54742332,      -8.362521469
          0,           0,        1335,      -13.73040496,       -11.5399317,      -11.39469676,      -11.58516173,      -8.274360861
          0,           0,        1336,      -14.01964705,      -11.78280465,      -11.71135995,      -11.71466302,      -8.595692696
          0,           0,        1337,      -13.91024842,      -11.61090861,       -11.5340123,      -11.69519749,      -8.467482124
          0,           0,        1338,      -13.76528367,      -11.55599714,      -11.43235679,      -11.64138568,      -8.307299074
          0,           0,        1339,      -13.99870356,      -11.67667963,      -11.56634731,      -11.69815972,      -8.577992606
          0,           0,        1340,       -13.8008392,       -11.3964322,      -11.55719904,      -11.57164079,       -8.37474161
          0,           0,        1341,      -13.90890109,      -11.43544705,      -11.69969874,      -11.80839076,       -8.46586167
          0,           0,        1342,      -13.75931677,       -11.4830418,      -11.26615892,      -11.53534276,      -8.302693421
          0,           0,        1343,      -13.82727857,      -11.62413886,      -11.42271073,      -11.53795174,      -8.376940491
          0,           0,        1344,      -13.84384099,      -11.63592463,      -11.40723014,      -11.56009821,       -8.39832233
          0,           0,        1345,      -13.84966159,       -11.5727855,      -11.61367455,      -11.69100397,      -8.425189738
          0,           0,        1346,      -13.83432381,      -11.40557914,      -11.73576728,      -11.63261044,      -8.417597256
          0,           0,        1347,      -13.82049482,      -11.55997461,      -11.54723078,      -11.72376471,      -8.406656734
          0,           0,        1348,      -13.95737822,      -11.56165958,      -11.62583164,      -11.73564669,      -8.528363719
          0,           0,        1349,      -13.73610983,      -11.50558934,      -11.29787027,        -11.551745,      -8.288816265
          0,           0,        1350,      -13.67890568,       -11.5344287,      -11.26649123,      -11.56692967,      -8.224909993
          0,           0,        1351,      -13.72957267,      -11.56342299,      -11.24805283,      -11.44701895,      -8.282844264
          0,           0,        1352,      -13.58362847,      -11.43407062,       -11.2064198,      -11.42959495,      -8.128188529
          0,           0,        1353,      -13.73434988,      -11.46621978,      -11.25975328,      -11.49144715,      -8.273709958
          0,           0,        1354,      -13.85703604,      -11.57088624,      -11.54747967,      -11.63399351,      -8.404868518
          0,           0,        1355,      -13.71853737,      -11.37077259,      -11.53392581,      -11.72040019,      -8.273890884
          0,           0,        1356,      -13.75286624,      -11.49033466,       -11.4164403,      -11.56831205,       -8.31212091
          0,           0,        1357,      -13.92123974,      -11.62259165,      -11.68179211,      -11.72727191,      -8.492538674
          0,           0,        1358,       -13.7512696,      -11.52560671,      -11.39054034,      -11.57313961,      -8.311200897
          0,           0,        1359,      -13.82706026,       -11.4191803,      -11.46608205,       -11.7000176,      -8.378866429
